,Name,Url,Rating,Difficulty,Tags
3,Estadística y probabilidad,https://coursera.org/learn/estadistica-probabilidad,4.7,Beginner Level,"['Math and Logic', 'Math and Logic']"
4,Универсальные практики влияния,https://coursera.org/learn/praktiki-vliyaniya,None,Intermediate Level,"['Business', 'Leadership and Management']"
5,Advanced Business Analytics Capstone,https://coursera.org/learn/data-analytics-business-capstone,4.4,None,"['Data Science', 'Data Analysis']"
6,Camera Control,https://coursera.org/learn/camera-control,4.8,None,"['Arts and Humanities', 'Music and Art']"
7,Introdução ao Controle Moderno,https://coursera.org/learn/controle-moderno,4.9,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
8,Building a Data Science Team,https://coursera.org/learn/build-data-science-team,4.5,None,"['Data Science', 'Data Analysis']"
9,Software Design as an Abstraction,https://coursera.org/learn/software-design-abstraction,4.8,Intermediate Level,"['Computer Science', 'Software Development']"
0,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective)",https://coursera.org/learn/hi-five-social-peer,4.6,Beginner Level,"['Health', 'Health Informatics']"
1,Design Thinking for the Greater Good: Innovation in the Social Sector,https://coursera.org/learn/uva-darden-design-thinking-social-sector,4.5,Beginner Level,"['Social Sciences', 'Education']"
2,Multiple Regression Analysis in Public Health,https://coursera.org/learn/multiple-regression-analysis-public-health,4.7,Beginner Level,"['Health', 'Health Informatics']"
3,Become a CBRS Certified Professional Installer by Google,https://coursera.org/learn/google-cbrs-cpi-training,4.9,None,"['Information Technology', 'Networking']"
4,Business intelligence and data warehousing,https://coursera.org/learn/business-intelligence-data-warehousing,4.4,Intermediate Level,"['Data Science', 'Data Analysis']"
5,Supply Chain Finance Market and Fintech Ecosystem,https://coursera.org/learn/supply-chain-finance-market-fintech-ecosystem,4.5,Intermediate Level,"['Business', 'Finance']"
6,Studying at Japanese Universities,https://coursera.org/learn/study-in-japan,4.8,Beginner Level,"['Personal Development', 'Personal Development']"
7,Blended Learning: Personalizing Education for Students,https://coursera.org/learn/blending-learning-personalization,4.7,None,"['Social Sciences', 'Education']"
8,"The Effect of Fires on People, Property and the Environment",https://coursera.org/learn/fire-effect,4.6,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
9,Applied Data Science Capstone,https://coursera.org/learn/applied-data-science-capstone,4.7,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Originalité et modernité du mutualisme,https://coursera.org/learn/originalite-et-modernite-du-mutualisme,4.8,Beginner Level,"['Business', 'Business Essentials']"
1,The Power of Microeconomics: Economic Principles in the Real World,https://coursera.org/learn/principles-of-microeconomics,4.6,None,"['Social Sciences', 'Economics']"
2,Controle Usando a Resposta em Frequência,https://coursera.org/learn/resposta-frequencia,4.3,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
3,The Science of Health Care Delivery,https://coursera.org/learn/science-healthcare-delivery,4.6,Beginner Level,"['Health', 'Healthcare Management']"
4,Analizando las Políticas Económicas,https://coursera.org/learn/analizando-politicas-economicas,4.9,None,"['Social Sciences', 'Economics']"
5,Corporate Financial Decision-Making for Value Creation,https://coursera.org/learn/value-creation,4.7,None,"['Business', 'Finance']"
6,Launching into Machine Learning 日本語版,https://coursera.org/learn/launching-machine-learning-jp,4.4,Intermediate Level,"['Data Science', 'Machine Learning']"
7,Trading Algorithms,https://coursera.org/learn/trading-algorithm,4.6,Intermediate Level,"['Business', 'Finance']"
8,Just Reading and Writing English 2,https://coursera.org/learn/just-reading-and-writing-english-2,None,Intermediate Level,"['Language Learning', 'Learning English']"
9,Fundamentos de Android,https://coursera.org/learn/fundamentos,4.7,None,"['Computer Science', 'Mobile and Web Development']"
0,Code Free Data Science,https://coursera.org/learn/code-free-data-science,4.3,Beginner Level,"['Data Science', 'Machine Learning']"
1,The R Programming Environment,https://coursera.org/learn/r-programming-environment,4.4,Intermediate Level,"['Data Science', 'Data Analysis']"
2,Audio digital con Pure Data,https://coursera.org/learn/audio-digital-pure-data,4.7,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
3,Mechanics of Materials III: Beam Bending,https://coursera.org/learn/beam-bending,4.9,Intermediate Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
4,Financial Engineering and Risk Management Part II,https://coursera.org/learn/financial-engineering-2,4.7,None,"['Business', 'Finance']"
5,Introduction à la théorie de Galois,https://coursera.org/learn/theorie-de-galois,4.8,None,"['Math and Logic', 'Math and Logic']"
6,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,https://coursera.org/learn/autodesk-autocad-design-drafting,4.8,Advanced Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
7,Web Application Development with JavaScript and MongoDB,https://coursera.org/learn/web-application-development,4.6,None,"['Computer Science', 'Software Development']"
8,Formal Financial Accounting,https://coursera.org/learn/formal-financial-accounting,4.6,Intermediate Level,"['Business', 'Business Essentials']"
9,How to Write a Resume (Project-Centered Course),https://coursera.org/learn/how-to-write-a-resume,4.4,None,"['Personal Development', 'Personal Development']"
0,Fundamentals of Parallelism on Intel Architecture,https://coursera.org/learn/parallelism-ia,4.6,Intermediate Level,"['Computer Science', 'Software Development']"
1,Design your own trading strategy – Culminating Project,https://coursera.org/learn/design-trading-strategy-culminating-project,4.5,Intermediate Level,"['Business', 'Finance']"
2,Predictive Analytics and Data Mining,https://coursera.org/learn/predictive-analytics-data-mining,4.2,Intermediate Level,"['Business', 'Leadership and Management']"
3,The Economics of Health Care Delivery,https://coursera.org/learn/health-economics-us-healthcare-systems,4.8,None,"['Health', 'Healthcare Management']"
4,Intro to International Marketing,https://coursera.org/learn/intro-international-marketing,4.7,None,"['Business', 'Marketing']"
5,Physique des particules - une introduction,https://coursera.org/learn/physique-particules,4.3,Intermediate Level,"['Physical Science and Engineering', 'Physics and Astronomy']"
6,Python Programming Essentials,https://coursera.org/learn/python-programming,4.8,Beginner Level,"['Computer Science', 'Software Development']"
7,The Blockchain System,https://coursera.org/learn/blockchain-system,None,Beginner Level,"['Computer Science', 'Algorithms']"
8,Юридическое оформление инвестиционных идей,https://coursera.org/learn/law-invest-ideas,4.6,None,"['Social Sciences', 'Law']"
9,Patrick Henry: Forgotten Founder,https://coursera.org/learn/henry,4.9,Beginner Level,"['Arts and Humanities', 'History']"
0,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),https://coursera.org/learn/nand2tetris2,5,None,"['Computer Science', 'Software Development']"
1,Doğrusal Cebir I: Uzaylar ve İşlemciler / Linear Algebra I: Spaces and Operators,https://coursera.org/learn/linearalgebra1,3.8,None,"['Math and Logic', 'Math and Logic']"
2,Hacer negocios con multinacionales y empresas en América Latina,https://coursera.org/learn/negocios-multinacionales-america-latina,5,Beginner Level,"['Business', 'Business Strategy']"
3,Social Psychology,https://coursera.org/learn/social-psychology,4.9,Beginner Level,"['Health', 'Psychology']"
4,Elastic Cloud Infrastructure: Scaling and Automation auf Deutsch,https://coursera.org/learn/gcp-infrastructure-scaling-automation-de,None,Intermediate Level,"['Information Technology', 'Cloud Computing']"
5,Compreendendo o Zika e doenças emergentes,https://coursera.org/learn/zika-e-doencas-emergentes,5,Intermediate Level,"['Health', 'Public Health']"
6,Six Sigma Tools for Improve and Control,https://coursera.org/learn/six-sigma-improve-control,4.7,Beginner Level,"['Business', 'Business Essentials']"
7,Entrepreneurship I: Laying the Foundation,https://coursera.org/learn/entrepreneurship-1,4.8,None,"['Business', 'Entrepreneurship']"
8,"Capstone MOOC for ""Android App Development""",https://coursera.org/learn/aadcapstone,4.1,None,"['Computer Science', 'Mobile and Web Development']"
9,Introduction to Key Constitutional Concepts and Supreme Court Cases,https://coursera.org/learn/constitution,4.8,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Corporate Finance Essentials,https://coursera.org/learn/corporate-finance-essentials,4.8,None,"['Business', 'Finance']"
1,История изобретений и открытий — Вторая история человечества,https://coursera.org/learn/istoriya-izobretenii-i-otkritii,4.8,Beginner Level,"['Physical Science and Engineering', 'Research Methods']"
2,Accounting and Finance for IT professionals,https://coursera.org/learn/accounting-finance,4.4,Beginner Level,"['Business', 'Finance']"
3,"Career planning: Your career, your life",https://coursera.org/learn/career-development-planning,None,None,"['Business', 'Leadership and Management']"
4,Financial Accounting Fundamentals,https://coursera.org/learn/uva-darden-financial-accounting,4.8,Beginner Level,"['Business', 'Business Essentials']"
5,Transacting on the Blockchain,https://coursera.org/learn/transacting-blockchain,4.8,Intermediate Level,"['Business', 'Business Strategy']"
6,Gestión de organizaciones efectivas,https://coursera.org/learn/gestion-organizaciones-efectivas,4.7,None,"['Business', 'Leadership and Management']"
7,Basics of Extracellular Vesicles,https://coursera.org/learn/extracellular-vesicles,4.8,Intermediate Level,"['Health', 'Basic Science']"
8,"Philosophy, Science and Religion: Science and Philosophy",https://coursera.org/learn/philosophy-science-religion-1,4.4,Beginner Level,"['Arts and Humanities', 'Philosophy']"
9,Understanding Plants - Part I: What a Plant Knows,https://coursera.org/learn/plantknows,4.8,Beginner Level,"['Health', 'Basic Science']"
0,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",https://coursera.org/learn/introduction-tensorflow,4.7,Intermediate Level,"['Computer Science', 'Software Development']"
1,Changer le monde : passons a l'action (creer son entreprise sociale),https://coursera.org/learn/monde-action,4.5,None,"['Business', 'Business Essentials']"
2,Love as a Force for Social Justice,https://coursera.org/learn/love-social-justice,4.7,Beginner Level,"['Arts and Humanities', 'Philosophy']"
3,"The Modern World, Part Two: Global History since 1910",https://coursera.org/learn/modern-world-2,4.8,Beginner Level,"['Arts and Humanities', 'History']"
4,Finding Mutations in DNA and Proteins (Bioinformatics VI),https://coursera.org/learn/dna-mutations,4.6,Beginner Level,"['Health', 'Health Informatics']"
5,Healthcare Data Literacy,https://coursera.org/learn/healthcare-data-literacy,4.5,Intermediate Level,"['Health', 'Health Informatics']"
6,Introduction to Programming in Swift 5,https://coursera.org/learn/swift-5-programming-introduction,4.3,Beginner Level,"['Computer Science', 'Software Development']"
7,Programming Mobile Applications for Android Handheld Systems: Part 2,https://coursera.org/learn/android-programming-2,4.7,None,"['Computer Science', 'Mobile and Web Development']"
8,Electrodynamics: Analysis of Electric Fields,https://coursera.org/learn/electrodynamics-analysis-of-electric-fields,4.8,Advanced Level,"['Physical Science and Engineering', 'Electrical Engineering']"
9,"Contexto de Negocios en LATAM: Factores Políticos, Sociales y Económicos",https://coursera.org/learn/contexto-negocios-latam,None,None,"['Business', 'Business Essentials']"
0,Epidemics - the Dynamics of Infectious Diseases,https://coursera.org/learn/epidemics,4.7,None,"['Health', 'Basic Science']"
1,HPV-Associated Oral and Throat Cancer: What You Need to Know,https://coursera.org/learn/hpv-oral-throat-cancer,4.7,None,"['Health', 'Basic Science']"
2,Elastic Cloud Infrastructure: Scaling and Automation en Français,https://coursera.org/learn/gcp-infrastructure-scaling-automation-fr,None,Intermediate Level,"['Information Technology', 'Cloud Computing']"
